,Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
5634,4,231.49999999999997,0,0.0,82,3394.1229175000003,7.09e-05,0.005893497,0.0,0.0,5,2,2,1,6,2,1,0
5635,0,0.0,0,0.0,5,204.0,0.041666667500000004,0.103571429,0.0,0.0,11,3,2,1,13,2,0,0
5636,3,231.49999999999997,0,0.0,31,1300.728987,0.000555556,0.021511104,0.0,0.0,3,2,2,1,2,2,0,0
5637,0,0.0,0,0.0,82,3394.1229175000003,0.006293706,0.02159902,0.0,0.0,11,2,2,7,1,2,1,0
5638,0,0.0,0,0.0,4,67.75,0.0,0.05,0.0,0.0,11,2,2,1,1,2,0,0
5639,4,91.0,0,0.0,20,537.625,0.0,0.01,0.0,0.0,12,8,13,9,20,0,0,0
5640,4,68.73333333,0,0.0,44,2498.866667,0.0,0.014444444,0.0,0.0,10,2,2,4,1,2,0,1
5641,0,0.0,0,0.0,3,98.0,0.0,0.066666667,0.0,0.0,11,4,1,6,2,2,0,0
5642,1,135.0,0,0.0,2,141.0,0.0,0.066666667,0.0,0.0,3,2,2,1,10,2,0,0
5643,4,104.0,0,0.0,15,292.5,0.0,0.02125,0.0,0.0,5,2,4,3,4,2,1,0
5644,10,231.49999999999997,0,0.0,82,1816.555008,0.0,0.004861111,0.0,0.0,8,4,2,3,4,2,0,0
5645,0,0.0,0,0.0,4,36.5,0.0,0.05,0.0,0.0,3,2,2,7,1,2,0,0
5646,0,0.0,0,0.0,18,773.2,0.0,0.0125,0.0,0.0,11,1,1,3,1,1,0,1
5647,0,0.0,0,0.0,1,0.0,0.041666667500000004,0.103571429,0.0,0.0,8,2,5,7,1,2,0,0
5648,0,0.0,0,0.0,28,1425.583333,0.014814815,0.026984127,0.0,0.0,12,2,4,4,1,2,0,0
5649,0,0.0,0,0.0,1,0.0,0.041666667500000004,0.103571429,0.0,0.0,11,3,2,9,13,2,1,0
5650,0,0.0,0,0.0,9,442.0,0.0,0.044444444,0.0,0.2,5,2,2,7,2,2,0,0
5652,0,0.0,0,0.0,23,501.6666667,0.008695652,0.01884058,0.0,0.6,2,1,1,4,2,2,0,0
5653,0,0.0,0,0.0,3,133.5,0.0,0.088888889,0.0,0.0,3,1,2,1,8,2,0,0
5654,0,0.0,0,0.0,19,923.22,0.0,0.0,0.0,0.0,8,1,1,1,4,2,0,0
5655,0,0.0,0,0.0,3,18.0,0.033333333,0.103571429,0.0,1.0,5,3,2,1,4,2,1,0
5656,1,0.0,0,0.0,17,669.4833333,0.038888889,0.057407407,0.0,0.0,12,3,2,2,1,2,1,0
5657,9,216.23,0,0.0,82,3394.1229175000003,0.002821317,0.012414294,0.0,0.0,9,2,10,3,2,2,1,0
5658,8,57.83333333,0,0.0,82,3394.1229175000003,0.01252501,0.029541047,0.0,0.8,5,3,2,2,6,2,0,0
5659,4,35.66666667,0,0.0,43,2797.816667,0.0,0.006666667,0.0,0.0,5,2,2,7,2,2,1,0
5660,0,0.0,0,0.0,2,57.0,0.0,0.1,0.0,0.0,3,3,2,1,1,2,1,0
5661,10,231.49999999999997,0,0.0,55,2400.782077,0.0,0.010717178,0.0,0.0,11,2,2,2,1,2,0,0
5662,0,0.0,0,0.0,10,0.0,0.041666667500000004,0.103571429,0.0,0.8,5,3,2,2,13,2,0,0
5663,0,0.0,0,0.0,12,471.5,0.016666667,0.066666667,0.0,0.0,3,1,1,6,3,2,0,0
5664,0,0.0,0,0.0,5,125.75,0.041666667500000004,0.103571429,0.0,0.0,11,3,2,1,10,2,1,0
5665,0,0.0,0,0.0,11,580.25,0.022222222,0.044444444,0.0,0.0,11,3,2,1,2,2,1,0
5666,0,0.0,0,0.0,44,547.0,0.041666667500000004,0.087407407,0.0,0.6,5,3,2,1,13,2,0,0
5667,1,0.0,0,0.0,23,579.3,0.0,0.009090909,0.0,0.0,9,2,2,2,2,1,0,0
5668,3,180.1333333,0,0.0,27,242.45,0.041666667500000004,0.103571429,0.0,0.0,10,3,2,1,13,2,0,0
5669,0,0.0,0,0.0,82,3394.1229175000003,0.016480331,0.022530582,0.0,0.0,12,3,2,1,13,2,0,0
5670,0,0.0,0,0.0,11,276.0,0.0,0.011111111,0.0,0.0,5,2,2,1,1,2,0,0
5671,1,9.0,0,0.0,13,858.8333333,0.014285714,0.051190476,0.0,0.0,11,1,1,6,11,2,0,1
5672,2,70.6,0,0.0,26,571.35,0.0,0.007142857,0.0,0.0,11,2,2,9,5,1,0,0
5673,6,63.08333333,0,0.0,82,3394.1229175000003,0.009364162,0.019687687,0.0,0.0,11,1,1,1,2,2,0,1
5674,4,76.4,0,0.0,2,49.4,0.0,0.033333333,0.0,0.0,10,2,2,6,2,2,0,1
5675,5,231.49999999999997,0,0.0,5,310.5,0.0,0.014285714,0.0,0.0,5,2,4,2,2,1,0,0
5676,4,63.0,0,0.0,22,2232.5,0.0,0.008,0.0,0.0,5,2,2,9,2,1,0,0
5677,3,82.53333333,0,0.0,19,668.7,0.022727273,0.032424242,0.0,0.0,11,1,1,3,2,2,0,0
5678,1,21.2,0,0.0,7,307.8666667,0.0,0.0,0.0,0.0,8,2,2,1,3,2,0,0
5679,2,48.5,0,0.0,45,2336.319444,0.020833333,0.039236111,0.0,0.0,12,1,1,1,2,2,0,0
5680,0,0.0,0,0.0,7,155.5,0.041666667500000004,0.085714286,0.0,0.0,11,1,1,2,3,2,0,0
5681,7,231.49999999999997,0,0.0,23,672.2644444,0.032051282,0.046153846,0.0,0.0,10,3,2,4,1,2,0,0
5682,9,174.475,0,0.0,43,895.9731685,0.0,0.009929078,0.0,0.0,5,1,2,6,2,2,0,1
5683,4,214.0,0,0.0,5,259.0,0.0,0.0375,0.0,0.0,5,1,1,1,3,1,1,0
5684,10,231.49999999999997,0,0.0,82,2559.541228,0.008333333,0.008587569,0.0,0.0,5,3,2,7,5,2,0,0
5685,1,24.0,0,0.0,8,147.0,0.033333333,0.026666667,0.0,0.0,5,2,6,6,1,2,0,0
5686,0,0.0,0,0.0,2,113.0,0.0,0.1,0.0,0.0,5,2,2,3,13,2,0,0
5687,0,0.0,0,0.0,15,178.0,0.019607843,0.043137255,0.0,0.0,5,2,2,1,4,2,0,0
5688,0,0.0,0,0.0,12,590.8333333,0.01,0.03,0.0,0.0,5,1,1,6,4,2,0,0
5689,7,105.4666667,0,0.0,44,778.9666667,0.0,0.004166667,0.0,0.0,8,2,2,6,2,1,0,1
5690,0,0.0,0,0.0,1,0.0,0.041666667500000004,0.103571429,0.0,0.0,3,2,2,2,3,2,0,0
5691,5,83.0,0,0.0,5,29.5,0.041666667500000004,0.059259259,0.0,0.0,12,1,1,4,2,2,1,0
5693,4,68.4,0,0.0,14,337.5333333,0.0,0.023529412,0.0,0.0,8,2,2,7,2,1,0,0
5694,2,24.0,0,0.0,11,959.0,0.0,0.030769231,0.0,0.0,5,4,5,1,3,2,0,0
5695,0,0.0,0,0.0,6,202.0,0.0,0.016666667,0.0,0.0,5,1,1,3,1,2,1,0
5696,4,13.61904762,0,0.0,27,520.3333333,0.0,0.020322581,0.0,0.0,3,3,2,4,2,2,1,0
5697,8,231.49999999999997,0,0.0,33,1109.883333,0.013888889,0.027742165,0.0,0.0,3,1,1,4,1,2,0,0
5698,1,23.2,0,0.0,0,0.0,0.0,0.033333333,0.0,0.0,10,2,2,6,3,2,0,1
5699,4,77.5,0,0.0,17,678.25,0.0,0.031578947,0.0,0.0,11,1,2,1,3,2,0,0
5700,9,169.5,0,0.0,31,706.9837662,0.005714286,0.023761905,0.0,0.0,5,1,1,1,1,2,0,0
5701,7,108.0,0,0.0,32,879.9166667,0.02195122,0.030226481,0.0,0.0,5,1,1,1,4,2,0,0
5702,0,0.0,0,0.0,4,60.0,0.041666667500000004,0.075,0.0,1.0,5,1,1,1,17,2,1,0
5703,0,0.0,0,0.0,1,207.5702479,0.0,0.007936508,0.0,0.0,10,2,2,1,5,2,0,0
5704,6,160.0,0,0.0,55,1707.666667,0.0,0.005357143,0.0,0.0,12,2,2,1,2,1,0,1
5705,3,168.0,0,0.0,57,1580.6,0.01147541,0.028330849,0.0,0.0,5,2,2,9,4,2,0,0
5706,4,59.0,0,0.0,8,517.5,0.0,0.008333333,0.0,0.0,5,4,2,1,6,2,0,0
5707,2,34.0,0,0.0,81,2241.002381,0.002439024,0.007012195,0.0,0.0,3,2,2,1,1,2,0,0
5709,0,0.0,0,0.0,7,88.0,0.0,0.057142857,0.0,0.8,5,2,2,3,1,2,0,0
5710,0,0.0,0,0.0,21,580.0833333,0.00952381,0.023809524,0.0,0.0,11,2,2,3,11,2,1,0
5711,0,0.0,0,0.0,65,1931.512121,0.0,0.025128205,0.0,0.0,12,2,2,3,2,2,0,0
5712,4,82.5,0,0.0,16,299.5,0.0,0.005555556,0.0,0.0,12,1,1,4,2,2,1,0
5713,0,0.0,0,0.0,2,0.0,0.041666667500000004,0.103571429,0.0,0.0,11,1,1,3,3,2,0,0
5714,3,231.49999999999997,0,0.0,20,769.9,0.018181818,0.027272727,0.0,0.0,11,2,10,7,1,2,0,0
5715,0,0.0,0,0.0,4,141.0,0.0,0.05,0.0,0.0,8,4,1,3,3,1,0,0
5716,0,0.0,0,0.0,30,480.6055556,0.028,0.041450216,0.0,0.0,12,3,2,3,3,2,0,0
5717,0,0.0,0,0.0,11,125.0,0.018181818,0.081818182,0.0,0.0,3,2,2,1,13,2,0,0
5718,0,0.0,0,0.0,4,58.5,0.0,0.05,0.0,0.0,11,2,2,7,1,2,0,0
5719,1,13.0,0,0.0,13,220.3333333,0.0,0.002197802,0.0,0.0,5,2,2,8,16,2,0,0
5720,0,0.0,0,0.0,4,160.0,0.0,0.075,0.0,0.0,2,4,2,2,3,2,0,0
5721,4,22.5,0,0.0,15,362.6333333,0.028571429,0.039285714,0.0,0.0,12,3,2,2,3,2,0,0
5722,1,6.0,0,0.0,25,591.8928571,0.0,0.020833333,0.0,0.0,5,1,1,8,4,2,1,1
5723,0,0.0,0,0.0,11,234.1,0.0,0.022222222,0.0,0.0,12,3,2,1,2,2,0,0
5724,2,52.0,0,0.0,17,221.2,0.0,0.001754386,0.0,0.0,3,2,2,4,2,1,0,0
5725,1,10.0,0,0.0,12,220.2666667,0.0,0.02,0.0,0.0,11,1,1,1,8,1,1,1
5726,3,183.0,0,0.0,82,3394.1229175000003,0.00938918,0.020211611,0.0,0.0,11,2,2,1,2,2,0,0
5727,10,231.49999999999997,0,0.0,82,3394.1229175000003,0.016945141,0.026110286,0.0,0.0,11,1,1,1,2,2,0,0
5728,0,0.0,0,0.0,4,271.4666667,0.0,0.021428571,0.0,0.0,7,3,2,1,6,2,0,0
5729,0,0.0,0,0.0,70,1652.486111,0.0,0.008695652,0.0,0.0,11,1,2,3,8,1,0,0
5730,4,70.5,0,0.0,20,1298.0,0.0,0.018666667,0.0,0.0,3,2,2,3,2,1,0,0
5731,1,12.0,0,0.0,11,331.25,0.016666667,0.033333333,0.0,0.0,3,2,2,2,2,2,1,0
5732,2,231.49999999999997,0,0.0,23,941.6994048,0.0,0.008,0.0,0.0,12,2,2,4,2,1,0,1
5733,1,0.0,0,0.0,37,1731.5,0.0,0.005263158,0.0,0.0,11,2,2,1,2,1,0,1
5734,8,102.0,0,0.0,82,1495.580952,0.0,0.002298851,0.0,0.0,5,4,1,7,4,1,1,1
5735,3,41.0,0,0.0,32,1130.84697,0.014705882,0.01806184,0.0,0.0,5,1,1,2,3,2,1,0
5736,7,213.4333333,0,0.0,15,253.5541667,0.0,0.0125,0.0,0.0,5,1,1,1,4,2,1,0
5737,1,11.42857143,0,0.0,20,1329.261905,0.010434783,0.01955353,0.0,0.0,5,2,2,4,4,2,0,0
5738,0,0.0,0,0.0,10,611.0,0.02,0.06,0.0,0.8,5,2,4,3,1,2,0,0
5739,10,83.9952381,0,0.0,24,364.9619048,0.0,0.018181818,0.0,0.0,11,2,2,1,2,2,0,0
5740,2,53.5,0,0.0,82,3394.1229175000003,0.002352941,0.016205882,0.0,0.0,11,2,2,1,2,2,0,1
5741,0,0.0,0,0.0,20,301.5,0.028571429,0.05952381,0.0,0.8,5,3,2,1,3,2,0,0
5742,0,0.0,0,0.0,30,661.1388889,0.00625,0.027083333,0.0,0.0,11,2,2,3,10,2,0,1
5743,10,100.0965368,0,0.0,82,3394.1229175000003,0.013593814,0.030060022,0.0,0.2,5,3,2,1,1,2,0,0
5744,3,39.6,0,0.0,53,856.7522398,0.0,0.002272727,0.0,0.0,3,2,2,1,2,2,1,0
5745,0,0.0,0,0.0,11,887.0,0.041666667500000004,0.096969697,0.0,0.0,11,2,5,3,1,2,0,0
5746,1,0.0,0,0.0,82,2895.129762,0.001626016,0.005813008,0.0,0.0,11,1,2,1,11,2,0,1
5747,0,0.0,0,0.0,26,2351.7,0.008,0.034666667,0.0,0.0,5,2,6,8,3,2,0,0
5748,0,0.0,0,0.0,7,1859.5,0.0,0.057142857,0.0,0.0,5,2,2,1,6,2,0,0
5749,0,0.0,0,0.0,1,0.0,0.041666667500000004,0.103571429,0.0,0.0,8,2,2,1,4,2,1,0
5750,0,0.0,0,0.0,2,62.0,0.0,0.05,0.0,0.0,3,1,1,2,10,2,0,0
5751,0,0.0,0,0.0,18,598.8738095,0.003333333,0.025555556,0.0,0.0,11,2,2,1,10,2,0,0
5752,0,0.0,0,0.0,1,0.0,0.041666667500000004,0.103571429,0.0,0.0,3,2,4,6,2,2,0,0
5753,0,0.0,0,0.0,1,0.0,0.041666667500000004,0.103571429,0.0,0.0,3,3,2,3,11,2,0,0
5754,0,0.0,0,0.0,13,421.1666667,0.0,0.028205128,0.0,0.8,5,1,1,1,2,2,0,0
5755,9,231.49999999999997,0,0.0,82,2577.449603,0.0,0.010463332,0.0,0.0,11,1,1,1,2,2,0,1
5756,1,52.4,0,0.0,13,447.2,0.0,0.007692308,0.0,0.0,8,1,1,1,20,2,1,1
5757,6,66.16666667,0,0.0,82,3394.1229175000003,0.004807692,0.015384615,0.0,0.4,5,2,2,7,4,2,0,0
5758,1,77.1,0,0.0,35,365.5833333,0.017142857,0.026857143,0.0,0.0,11,2,2,1,4,2,0,0
5759,7,231.49999999999997,0,0.0,50,2653.196667,0.015686275,0.027908497,0.0,0.0,8,2,2,2,1,2,0,0
5760,0,0.0,0,0.0,1,0.0,0.041666667500000004,0.103571429,0.0,0.0,12,2,2,4,1,2,0,0
5761,1,19.0,0,0.0,4,296.9166667,0.04,0.04,0.0,0.0,12,3,2,1,6,2,0,0
5762,0,0.0,0,0.0,1,0.0,0.041666667500000004,0.103571429,0.0,0.0,2,4,1,9,3,2,0,0
5763,0,0.0,0,0.0,1,0.0,0.041666667500000004,0.103571429,0.0,0.0,11,1,8,3,1,2,0,0
5764,2,17.2,0,0.0,0,0.0,0.0,0.05,0.0,0.0,9,2,2,2,6,1,1,1
5765,1,3.0,0,0.0,40,624.75,0.0,0.014634146,0.0,0.0,3,3,7,3,3,2,0,0
5766,0,0.0,0,0.0,53,2634.476245,0.000943396,0.016429608,0.0,0.0,11,2,2,1,2,2,0,0
5767,0,0.0,0,0.0,52,2180.217803,0.0,0.012515263,0.0,0.0,12,2,2,4,2,2,0,0
5768,3,165.25,0,0.0,49,1256.383333,0.025133333,0.046907359,0.0,0.0,11,3,2,1,13,2,0,0
5769,7,125.4533333,0,0.0,54,2240.996667,0.027118644,0.043050847,0.0,0.0,7,2,2,6,1,2,0,1
5770,1,54.5,0,0.0,14,516.5,0.017647059,0.043137255,0.0,0.0,12,2,2,3,1,2,0,0
5771,9,198.4333333,0,0.0,82,3312.879422,0.004032258,0.016482015,0.0,0.0,11,2,2,2,2,2,0,1
5772,0,0.0,0,0.0,11,123.0,0.0,0.036363636,0.0,0.0,5,2,2,4,13,2,0,0
5773,0,0.0,0,0.0,21,192.9,0.041666667500000004,0.103571429,0.0,0.0,7,2,2,1,3,2,1,0
5774,10,168.9066667,0,0.0,36,853.8502721,0.0,0.007751938,0.0,0.0,10,3,2,3,2,2,1,0
5775,0,0.0,0,0.0,7,42.0,0.041666667500000004,0.085714286,0.0,0.0,12,2,4,6,1,2,1,0
5776,2,94.0,0,0.0,9,501.5,0.041666667500000004,0.103571429,0.0,0.8,5,3,2,8,13,2,0,0
5777,2,25.0,0,0.0,60,3394.1229175000003,0.013636364,0.032912458,0.0,0.4,5,2,2,4,13,2,0,0
5778,1,31.5,0,0.0,3,32.83333333,0.0,0.05,0.0,0.0,12,2,2,9,2,1,1,0
5779,0,0.0,0,0.0,22,431.0833333,0.018181818,0.022727273,0.0,0.6,5,3,2,7,13,2,0,0
5780,0,0.0,0,0.0,2,66.5,0.041666667500000004,0.103571429,0.0,0.0,11,3,2,3,13,2,0,0
5781,0,0.0,0,0.0,2,0.0,0.041666667500000004,0.103571429,0.0,0.6,5,1,1,1,3,2,0,0
5782,0,0.0,0,0.0,11,225.5,0.018181818,0.054545455,0.0,0.0,11,2,5,4,11,2,0,0
5783,8,231.49999999999997,0,0.0,28,839.5178571,0.0,0.003125,0.0,0.0,12,1,1,3,2,2,1,0
5784,2,32.5,0,0.0,3,39.0,0.04,0.026666667,0.0,0.0,12,1,1,1,2,2,1,0
5785,4,231.49999999999997,0,0.0,3,344.5,0.0,0.04,0.0,0.0,5,2,2,1,3,1,0,0
5786,0,0.0,0,0.0,82,3394.1229175000003,0.009985097,0.026514442,0.0,0.0,12,2,2,1,2,2,0,0
5787,0,0.0,0,0.0,9,260.3,0.0,0.005555556,0.0,0.0,5,3,2,6,11,2,0,1
5788,0,0.0,0,0.0,1,0.0,0.041666667500000004,0.103571429,0.0,0.0,3,2,5,9,1,2,0,0
5789,3,135.5,0,0.0,37,1238.375,0.005405405,0.030510511,0.0,0.0,5,2,2,1,2,2,0,0
5790,0,0.0,0,0.0,76,1553.269048,0.0,0.009586466,0.0,0.0,11,2,4,1,2,2,0,0
5791,0,0.0,0,0.0,13,136.0,0.041666667500000004,0.103571429,0.0,0.8,5,3,2,7,13,2,0,0
5792,3,67.4,0,0.0,4,51.3,0.0,0.028571429,0.0,0.0,10,2,2,1,2,1,1,0
5793,0,0.0,0,0.0,15,267.7333333,0.022857143,0.040606061,0.0,0.0,11,3,2,3,11,2,1,0
5794,2,135.0,0,0.0,25,1684.375,0.014814815,0.052674897,0.0,0.0,7,1,1,8,3,2,1,0
5795,0,0.0,0,0.0,41,3272.0,0.041666667500000004,0.078571429,0.0,0.8,5,2,6,1,6,2,0,0
5796,0,0.0,0,0.0,17,231.0,0.011764706,0.029411765,0.0,0.0,11,2,10,7,1,2,0,0
5797,3,231.49999999999997,0,0.0,32,591.72,0.032432432,0.043745174,0.0,0.0,10,1,1,1,3,2,1,0
5798,8,231.49999999999997,0,0.0,20,326.9277778,0.033333333,0.059464286,0.0,0.0,12,3,2,1,1,2,1,0
5799,0,0.0,0,0.0,60,967.25,0.006779661,0.025141243,0.0,0.6,5,2,4,3,3,2,0,0
5800,3,38.0,0,0.0,2,15.0,0.0,0.04,0.0,0.0,11,2,2,1,2,1,0,0
5801,0,0.0,0,0.0,12,130.5,0.0,0.008333333,0.0,0.0,3,2,2,1,10,2,0,0
5802,0,0.0,0,0.0,7,296.7666667,0.0,0.0,0.0,0.0,8,1,8,7,3,2,0,0
5803,0,0.0,0,0.0,3,62.0,0.041666667500000004,0.103571429,0.0,0.8,5,3,2,1,13,2,0,0
5804,3,62.0,0,0.0,4,139.0,0.0,0.0125,0.0,0.0,3,3,2,1,10,2,0,0
5805,3,52.0,0,0.0,9,319.0,0.0,0.02,0.0,0.0,3,1,1,1,1,2,0,0
5806,1,54.5,0,0.0,35,1267.0625,0.005555556,0.021296296,0.0,0.0,12,2,2,3,10,2,1,0
5807,0,0.0,0,0.0,3,144.5,0.0,0.1,0.0,0.0,11,3,2,2,2,1,0,0
5808,0,0.0,0,0.0,7,94.33333333,0.0,0.028571429,0.0,0.0,5,2,5,2,3,2,0,0
5809,6,79.25,0,0.0,13,150.1666667,0.0,0.012631579,0.0,0.0,12,1,1,1,3,1,0,0
5810,0,0.0,0,0.0,5,249.0,0.0,0.04,0.0,0.0,5,2,2,1,6,2,0,0
5811,3,91.83333333,0,0.0,11,534.0,0.015384615,0.015384615,0.0,0.0,5,1,1,1,2,1,0,1
5812,0,0.0,0,0.0,1,51.0,0.0,0.1,0.0,0.0,5,3,2,3,3,2,0,0
5813,3,60.0,0,0.0,29,1846.63547,0.006896552,0.040147783,0.0,0.0,5,3,2,8,6,2,0,0
5814,0,0.0,0,0.0,35,682.1833333,0.0,0.001388889,0.0,0.0,7,1,1,3,1,2,0,0
5815,0,0.0,0,0.0,30,805.8333333,0.0,0.003333333,0.0,0.0,11,1,1,3,8,1,0,0
5816,0,0.0,0,0.0,9,478.0,0.0,0.011111111,0.0,0.0,3,3,2,2,3,2,1,0
5817,3,49.5,0,0.0,68,2853.020833,0.008823529,0.012826797,0.0,0.0,11,1,1,1,3,2,0,0
5818,0,0.0,0,0.0,1,0.0,0.041666667500000004,0.103571429,0.0,0.0,11,2,2,4,11,2,1,0
5819,1,5.0,0,0.0,2,15.2,0.0,0.04,0.0,0.0,8,1,1,6,3,2,0,0
5820,0,0.0,0,0.0,6,474.3333333,0.0,0.01,0.0,0.0,12,1,1,3,3,2,0,0
5821,6,231.49999999999997,0,0.0,6,217.5,0.0,0.02,0.0,0.0,12,3,2,4,2,1,1,0
5822,2,79.0,0,0.0,47,1366.058333,0.008510638,0.034751773,0.0,0.0,12,2,2,1,2,1,0,0
5823,0,0.0,0,0.0,2,69.0,0.0,0.05,0.0,0.0,5,3,2,3,3,2,0,0
5824,0,0.0,0,0.0,37,582.2666667,0.0,0.021959459,0.0,0.0,11,2,2,5,2,2,0,0
5825,0,0.0,0,0.0,24,743.75,0.0,0.016666667,0.0,0.0,12,2,2,2,2,1,1,0
5826,10,231.49999999999997,0,0.0,82,3394.1229175000003,0.000968661,0.006829256,0.0,0.0,12,3,2,1,2,2,0,0
5827,0,0.0,0,0.0,29,809.1666667,0.017857143,0.032142857,0.0,0.0,5,2,6,1,3,2,0,0
5828,0,0.0,0,0.0,3,35.0,0.0,0.066666667,0.0,0.0,11,4,1,1,1,2,0,0
5829,3,105.0,0,0.0,34,603.7071429,0.0,0.003714286,0.0,0.0,5,1,1,1,3,2,0,1
5830,0,0.0,0,0.0,24,583.0,0.0,0.025,0.0,0.0,7,2,2,1,4,2,0,0
5831,3,63.4,0,0.0,26,1115.4,0.041666667500000004,0.087060755,0.0,0.0,8,3,2,6,13,2,1,0
5832,1,12.06666667,0,0.0,45,591.2640602,0.0,0.013028631,0.0,0.0,9,2,2,1,2,2,0,1
5833,0,0.0,0,0.0,1,0.0,0.041666667500000004,0.103571429,0.0,0.0,5,2,5,6,6,2,0,0
5834,3,155.75,0,0.0,62,2038.772727,0.007070707,0.0254662,0.0,0.0,11,2,4,1,10,2,1,0
5835,0,0.0,0,0.0,3,1038.0,0.0,0.033333333,0.0,0.0,2,2,2,1,1,2,0,0
5836,0,0.0,0,0.0,2,17.0,0.0,0.1,0.0,0.0,11,1,1,1,2,1,0,0
5837,0,0.0,0,0.0,17,248.9,0.0,0.02745098,0.0,0.8,5,1,1,3,2,2,0,0
5838,5,145.8833333,0,0.0,9,112.0833333,0.023529412,0.043137255,0.0,0.0,7,3,2,4,1,2,0,0
5839,0,0.0,0,0.0,11,555.625,0.018181818,0.054545455,0.0,0.0,11,2,2,1,3,2,0,0
5840,2,27.25,0,0.0,9,219.25,0.0,0.033333333,0.0,0.0,12,2,2,7,2,2,0,1
5841,5,36.0,0,0.0,82,3394.1229175000003,0.00167364,0.01380616,0.0,0.0,11,2,2,1,3,2,0,1
5842,2,60.5,0,0.0,26,1145.17,0.0,0.003703704,0.0,0.0,11,1,1,2,2,1,1,0
5843,0,0.0,0,0.0,5,217.0,0.0,0.02,0.0,0.0,5,2,5,6,6,2,0,0
5844,4,60.0,0,0.0,82,3394.1229175000003,0.0,0.001158605,0.0,0.0,5,2,2,7,2,2,0,0
5845,0,0.0,0,0.0,12,329.2142857,0.016666667,0.028703704,0.0,0.0,11,3,2,1,2,2,0,0
5846,3,17.0,0,0.0,13,174.0,0.015384615,0.038461538,0.0,0.2,5,2,2,3,3,2,0,0
5847,0,0.0,0,0.0,1,13.0,0.0,0.1,0.0,0.0,3,2,2,3,1,2,0,0
5848,2,229.5,0,0.0,8,212.75,0.0,0.025,0.0,0.0,12,3,2,3,2,1,0,0
5849,9,89.16666667,0,0.0,10,138.4166667,0.0,0.013333333,0.0,0.0,11,2,2,3,2,1,0,0
5850,0,0.0,0,0.0,4,26.0,0.041666667500000004,0.1,0.0,0.4,5,2,2,1,13,2,0,0
5851,0,0.0,0,0.0,15,1390.583333,0.025,0.05,0.0,0.0,12,2,2,2,1,2,0,0
5852,2,78.0,0,0.0,24,424.0,0.0,0.001190476,0.0,0.0,3,1,1,3,10,1,0,0
5853,6,88.6,0,0.0,4,59.4,0.0,0.028571429,0.0,0.0,11,2,2,7,2,2,0,0
5854,0,0.0,0,0.0,7,59.0,0.0,0.028571429,0.0,0.0,5,2,2,2,3,2,0,0
5855,0,0.0,0,0.0,23,1669.0,0.0,0.017391304,0.0,0.0,3,2,4,7,2,2,0,0
5856,1,11.0,0,0.0,37,1517.75,0.019512195,0.041869919,0.0,1.0,5,2,2,1,6,2,1,0
5857,1,16.6,0,0.0,39,581.9419883,0.0,0.000732601,0.0,0.0,8,2,2,5,2,1,0,1
5858,0,0.0,0,0.0,10,478.5,0.0,0.02,0.0,0.0,11,4,1,1,2,1,0,0
5859,1,18.2,0,0.0,58,2007.206667,0.003448276,0.027298851,0.0,0.0,7,4,2,8,1,2,0,0
5860,0,0.0,0,0.0,7,150.0,0.041666667500000004,0.085714286,0.0,0.0,2,2,2,2,1,2,0,0
5861,10,231.49999999999997,0,0.0,82,3394.1229175000003,0.001973684,0.011184211,0.0,0.0,12,2,2,1,6,2,0,0
5862,4,63.75,0,0.0,13,774.7288136,0.0,0.012150434,0.0,0.0,11,2,2,6,2,2,0,1
5863,3,37.0,0,0.0,21,1231.5,0.0,0.016,0.0,0.0,11,2,4,9,8,1,1,1
5864,0,0.0,0,0.0,20,2065.15,0.005,0.034444444,0.0,0.8,5,1,1,1,3,2,0,0
5865,1,37.0,0,0.0,12,663.5,0.0,0.016666667,0.0,0.0,3,3,2,6,8,1,0,1
5866,0,0.0,0,0.0,9,303.6666667,0.005555556,0.046296296,0.0,0.0,2,2,4,5,2,2,0,0
5867,4,92.1,0,0.0,29,852.0,0.00625,0.022395833,0.0,0.0,8,2,5,8,5,2,0,1
5868,1,29.2,0,0.0,66,1364.873333,0.0171875,0.036488095,0.0,0.0,7,1,1,8,1,2,1,0
5869,0,0.0,0,0.0,13,503.0,0.0,0.008333333,0.0,0.0,5,3,2,4,2,2,0,0
5870,4,16.66666667,0,0.0,68,2593.741667,0.002941176,0.012843137,0.0,0.0,3,2,2,4,8,2,0,0
5872,0,0.0,0,0.0,24,612.2083333,0.016666667,0.026388889,0.0,0.0,12,3,2,3,10,2,0,0
5873,6,231.49999999999997,0,0.0,82,3394.1229175000003,0.002959159,0.018209889,0.0,0.0,11,1,1,1,3,2,0,0
5874,0,0.0,0,0.0,2,648.0,0.0,0.1,0.0,0.8,5,1,1,4,1,2,0,0
5875,8,212.625,0,0.0,52,968.1964286,0.0,0.005172414,0.0,0.0,11,2,2,1,2,2,0,1
5876,0,0.0,0,0.0,4,33.0,0.041666667500000004,0.103571429,0.0,0.6,5,2,2,1,3,2,0,0
5877,9,185.75,0,0.0,40,2128.416667,0.004761905,0.019047619,0.0,0.0,11,2,2,3,3,2,1,0
